Date;Location;Field_Of_Study;Value
2017/2018;Quebec;Agriculture, natural resources and conservation;15412
2018/2019;Quebec;Agriculture, natural resources and conservation;15807
2019/2020;Quebec;Agriculture, natural resources and conservation;16592
2020/2021;Quebec;Agriculture, natural resources and conservation;18134
2021/2022;Quebec;Agriculture, natural resources and conservation;18969
2022/2023;Quebec;Agriculture, natural resources and conservation;19581
2023/2024;Quebec;Agriculture, natural resources and conservation;20315
2007/2008;Quebec;Dentistry;11218
2008/2009;Quebec;Dentistry;11889
2009/2010;Quebec;Dentistry;12756
2010/2011;Quebec;Dentistry;13719
2011/2012;Quebec;Dentistry;13819
2013/2014;Quebec;Dentistry;14187
2014/2015;Quebec;Dentistry;14564
2015/2016;Quebec;Dentistry;14903
2016/2017;Quebec;Dentistry;15127
2017/2018;Quebec;Dentistry;15535
2018/2019;Quebec;Dentistry;15955
2019/2020;Quebec;Dentistry;16847
2020/2021;Quebec;Dentistry;19907
2021/2022;Quebec;Dentistry;20857
2022/2023;Quebec;Dentistry;21744
2023/2024;Quebec;Dentistry;22428
2007/2008;Quebec;Medicine;11360
2007/2008;Quebec;Nursing;11213
2008/2009;Quebec;Nursing;11950
2009/2010;Quebec;Nursing;12756
2010/2011;Quebec;Nursing;13719
2011/2012;Quebec;Nursing;13819
2012/2013;Quebec;Nursing;13819
2013/2014;Quebec;Nursing;14187
2014/2015;Quebec;Nursing;14557
2015/2016;Quebec;Nursing;14903
2016/2017;Quebec;Nursing;15127
2017/2018;Quebec;Nursing;15535
2018/2019;Quebec;Nursing;15955
2019/2020;Quebec;Nursing;16541
2020/2021;Quebec;Nursing;17286
2021/2022;Quebec;Nursing;18132
2022/2023;Quebec;Nursing;19188
2023/2024;Quebec;Nursing;20073
2007/2008;Quebec;Pharmacy;10415
2008/2009;Quebec;Pharmacy;11817
2009/2010;Quebec;Pharmacy;12755
2010/2011;Quebec;Pharmacy;13719
2011/2012;Quebec;Pharmacy;13819
2013/2014;Quebec;Pharmacy;14187
2014/2015;Quebec;Pharmacy;14555
2015/2016;Quebec;Pharmacy;14903
2016/2017;Quebec;Pharmacy;15127
2017/2018;Quebec;Pharmacy;15535
2018/2019;Quebec;Pharmacy;15955
2019/2020;Quebec;Pharmacy;16529
2020/2021;Quebec;Pharmacy;17245
2021/2022;Quebec;Pharmacy;18102
2022/2023;Quebec;Pharmacy;18960
2023/2024;Quebec;Pharmacy;19909
2007/2008;Quebec;Veterinary medicine;11280
2008/2009;Quebec;Veterinary medicine;11950
2009/2010;Quebec;Veterinary medicine;12756
2010/2011;Quebec;Veterinary medicine;13719
2011/2012;Quebec;Veterinary medicine;13819
2012/2013;Quebec;Veterinary medicine;13819
2013/2014;Quebec;Veterinary medicine;14187
2014/2015;Quebec;Veterinary medicine;14555
2015/2016;Quebec;Veterinary medicine;14903
2016/2017;Quebec;Veterinary medicine;15127
2017/2018;Quebec;Veterinary medicine;15535
2018/2019;Quebec;Veterinary medicine;15955
2019/2020;Quebec;Veterinary medicine;16529
2020/2021;Quebec;Veterinary medicine;17042
2021/2022;Quebec;Veterinary medicine;17707
2022/2023;Quebec;Veterinary medicine;18291
2023/2024;Quebec;Veterinary medicine;19131
2006/2007;Quebec;Other health, parks, recreation and fitness;9543
2007/2008;Quebec;Other health, parks, recreation and fitness;10953
2008/2009;Quebec;Other health, parks, recreation and fitness;11671
2009/2010;Quebec;Other health, parks, recreation and fitness;12747
2010/2011;Quebec;Other health, parks, recreation and fitness;13754
2011/2012;Quebec;Other health, parks, recreation and fitness;13856
2012/2013;Quebec;Other health, parks, recreation and fitness;13857
2013/2014;Quebec;Other health, parks, recreation and fitness;14133
2014/2015;Quebec;Other health, parks, recreation and fitness;14453
2015/2016;Quebec;Other health, parks, recreation and fitness;14737
2016/2017;Quebec;Other health, parks, recreation and fitness;14905
2017/2018;Quebec;Other health, parks, recreation and fitness;15338
2018/2019;Quebec;Other health, parks, recreation and fitness;15788
2019/2020;Quebec;Other health, parks, recreation and fitness;16641
2020/2021;Quebec;Other health, parks, recreation and fitness;18393
2021/2022;Quebec;Other health, parks, recreation and fitness;19364
2022/2023;Quebec;Other health, parks, recreation and fitness;19898
2023/2024;Quebec;Other health, parks, recreation and fitness;20664
2006/2007;Ontario;Total, field of study;15125
2007/2008;Ontario;Total, field of study;15433
2008/2009;Ontario;Total, field of study;15283
2009/2010;Ontario;Total, field of study;14140
2010/2011;Ontario;Total, field of study;14920
2011/2012;Ontario;Total, field of study;15943
2012/2013;Ontario;Total, field of study;16655
2013/2014;Ontario;Total, field of study;17818
2014/2015;Ontario;Total, field of study;18816
2015/2016;Ontario;Total, field of study;19928
2016/2017;Ontario;Total, field of study;21263
2017/2018;Ontario;Total, field of study;22226
2018/2019;Ontario;Total, field of study;22527
2019/2020;Ontario;Total, field of study;23828
2020/2021;Ontario;Total, field of study;25521
2021/2022;Ontario;Total, field of study;26196
2022/2023;Ontario;Total, field of study;27086
2023/2024;Ontario;Total, field of study;28152
2006/2007;Ontario;Education;11546
2007/2008;Ontario;Education;11394
2008/2009;Ontario;Education;12452
2009/2010;Ontario;Education;13076
2010/2011;Ontario;Education;13713
2011/2012;Ontario;Education;14339
2012/2013;Ontario;Education;17624
2013/2014;Ontario;Education;19768
2014/2015;Ontario;Education;21160
2015/2016;Ontario;Education;21990
2016/2017;Ontario;Education;23260
2017/2018;Ontario;Education;24719
2018/2019;Ontario;Education;23396
2019/2020;Ontario;Education;24625
2020/2021;Ontario;Education;25562
2021/2022;Ontario;Education;26944
2022/2023;Ontario;Education;27003
2023/2024;Ontario;Education;27991
2006/2007;Ontario;Visual and performing arts, and communications technologies;13584
2007/2008;Ontario;Visual and performing arts, and communications technologies;14227
2008/2009;Ontario;Visual and performing arts, and communications technologies;14366
2009/2010;Ontario;Visual and performing arts, and communications technologies;15756
2010/2011;Ontario;Visual and performing arts, and communications technologies;16436
2011/2012;Ontario;Visual and performing arts, and communications technologies;15020
2012/2013;Ontario;Visual and performing arts, and communications technologies;16044
2013/2014;Ontario;Visual and performing arts, and communications technologies;17059
2014/2015;Ontario;Visual and performing arts, and communications technologies;18095
2015/2016;Ontario;Visual and performing arts, and communications technologies;20090
2016/2017;Ontario;Visual and performing arts, and communications technologies;20502
2017/2018;Ontario;Visual and performing arts, and communications technologies;22490
2018/2019;Ontario;Visual and performing arts, and communications technologies;20576
2019/2020;Ontario;Visual and performing arts, and communications technologies;21222
2020/2021;Ontario;Visual and performing arts, and communications technologies;22209
2021/2022;Ontario;Visual and performing arts, and communications technologies;22518
2022/2023;Ontario;Visual and performing arts, and communications technologies;23797
2023/2024;Ontario;Visual and performing arts, and communications technologies;24391
2006/2007;Ontario;Humanities;11077
2007/2008;Ontario;Humanities;11323
2008/2009;Ontario;Humanities;12167
2009/2010;Ontario;Humanities;12604
2010/2011;Ontario;Humanities;13156
2011/2012;Ontario;Humanities;13868
2012/2013;Ontario;Humanities;14196
2013/2014;Ontario;Humanities;15051
2014/2015;Ontario;Humanities;15801
2015/2016;Ontario;Humanities;16775
2016/2017;Ontario;Humanities;17082
2017/2018;Ontario;Humanities;17563
2018/2019;Ontario;Humanities;14938
2019/2020;Ontario;Humanities;15409
2020/2021;Ontario;Humanities;15895
2021/2022;Ontario;Humanities;16470
2022/2023;Ontario;Humanities;16973
2023/2024;Ontario;Humanities;17544
2006/2007;Ontario;Social and behavioural sciences, and legal studies;10194
2007/2008;Ontario;Social and behavioural sciences, and legal studies;10950
2008/2009;Ontario;Social and behavioural sciences, and legal studies;11791
2009/2010;Ontario;Social and behavioural sciences, and legal studies;12379
2010/2011;Ontario;Social and behavioural sciences, and legal studies;13449
2011/2012;Ontario;Social and behavioural sciences, and legal studies;14198
2012/2013;Ontario;Social and behavioural sciences, and legal studies;14900
2013/2014;Ontario;Social and behavioural sciences, and legal studies;15739
2014/2015;Ontario;Social and behavioural sciences, and legal studies;16771
2015/2016;Ontario;Social and behavioural sciences, and legal studies;17628
2016/2017;Ontario;Social and behavioural sciences, and legal studies;18179
2017/2018;Ontario;Social and behavioural sciences, and legal studies;18472
2018/2019;Ontario;Social and behavioural sciences, and legal studies;17615
2019/2020;Ontario;Social and behavioural sciences, and legal studies;18236
2020/2021;Ontario;Social and behavioural sciences, and legal studies;19468
2021/2022;Ontario;Social and behavioural sciences, and legal studies;19881
2022/2023;Ontario;Social and behavioural sciences, and legal studies;20470
2023/2024;Ontario;Social and behavioural sciences, and legal studies;21096
2006/2007;Ontario;Law;14236
2007/2008;Ontario;Law;14201
2008/2009;Ontario;Law;14266
2009/2010;Ontario;Law;13314
2010/2011;Ontario;Law;13716
2011/2012;Ontario;Law;16906
2012/2013;Ontario;Law;16502
2013/2014;Ontario;Law;17242
2014/2015;Ontario;Law;20753
2015/2016;Ontario;Law;21277
2016/2017;Ontario;Law;20017
2017/2018;Ontario;Law;20180
2018/2019;Ontario;Law;18713
2019/2020;Ontario;Law;20711
2020/2021;Ontario;Law;20419
2021/2022;Ontario;Law;20427
2022/2023;Ontario;Law;21260
2023/2024;Ontario;Law;21885
2006/2007;Ontario;Business, management and public administration;34263
2007/2008;Ontario;Business, management and public administration;16470
2008/2009;Ontario;Business, management and public administration;18360
2009/2010;Ontario;Business, management and public administration;20606
2010/2011;Ontario;Business, management and public administration;20679
2011/2012;Ontario;Business, management and public administration;27935
2012/2013;Ontario;Business, management and public administration;22248
2013/2014;Ontario;Business, management and public administration;24521
2014/2015;Ontario;Business, management and public administration;23835
2015/2016;Ontario;Business, management and public administration;24853
2016/2017;Ontario;Business, management and public administration;27505
2017/2018;Ontario;Business, management and public administration;28979
2018/2019;Ontario;Business, management and public administration;31468
2019/2020;Ontario;Business, management and public administration;32297
2020/2021;Ontario;Business, management and public administration;34427
2021/2022;Ontario;Business, management and public administration;35743
2022/2023;Ontario;Business, management and public administration;34768
2023/2024;Ontario;Business, management and public administration;36145
2007/2008;Ontario;Executive MBA;48650
2008/2009;Ontario;Executive MBA;48492
2009/2010;Ontario;Executive MBA;51284
2010/2011;Ontario;Executive MBA;77566
2011/2012;Ontario;Executive MBA;81976
2012/2013;Ontario;Executive MBA;86158
2013/2014;Ontario;Executive MBA;81824
2014/2015;Ontario;Executive MBA;83388
2015/2016;Ontario;Executive MBA;84558
2016/2017;Ontario;Executive MBA;81931
2017/2018;Ontario;Executive MBA;75067
2018/2019;Ontario;Executive MBA;92819
2019/2020;Ontario;Executive MBA;88513
2020/2021;Ontario;Executive MBA;92725
2021/2022;Ontario;Executive MBA;98492
2022/2023;Ontario;Executive MBA;100987
2023/2024;Ontario;Executive MBA;101905
2007/2008;Ontario;Regular MBA;34959
2008/2009;Ontario;Regular MBA;32424
2009/2010;Ontario;Regular MBA;34881
2010/2011;Ontario;Regular MBA;35729
2011/2012;Ontario;Regular MBA;41449
2012/2013;Ontario;Regular MBA;38610
2013/2014;Ontario;Regular MBA;40679
2014/2015;Ontario;Regular MBA;43946
2015/2016;Ontario;Regular MBA;44049
2016/2017;Ontario;Regular MBA;45148
2017/2018;Ontario;Regular MBA;47106
2018/2019;Ontario;Regular MBA;48458
2019/2020;Ontario;Regular MBA;49480
2020/2021;Ontario;Regular MBA;50624
2021/2022;Ontario;Regular MBA;52412
2022/2023;Ontario;Regular MBA;55798
2023/2024;Ontario;Regular MBA;57556
2006/2007;Ontario;Physical and life sciences and technologies;12122
2007/2008;Ontario;Physical and life sciences and technologies;12241
2008/2009;Ontario;Physical and life sciences and technologies;13121
2009/2010;Ontario;Physical and life sciences and technologies;13423
2010/2011;Ontario;Physical and life sciences and technologies;14426
2011/2012;Ontario;Physical and life sciences and technologies;15224
2012/2013;Ontario;Physical and life sciences and technologies;15408
2013/2014;Ontario;Physical and life sciences and technologies;16278
2014/2015;Ontario;Physical and life sciences and technologies;17212
2015/2016;Ontario;Physical and life sciences and technologies;17972
2016/2017;Ontario;Physical and life sciences and technologies;18562
2017/2018;Ontario;Physical and life sciences and technologies;19490
2018/2019;Ontario;Physical and life sciences and technologies;18456
2019/2020;Ontario;Physical and life sciences and technologies;18796
2020/2021;Ontario;Physical and life sciences and technologies;19337
2021/2022;Ontario;Physical and life sciences and technologies;19876
2022/2023;Ontario;Physical and life sciences and technologies;20788
2023/2024;Ontario;Physical and life sciences and technologies;21031
2006/2007;Ontario;Mathematics, computer and information sciences;10980
2007/2008;Ontario;Mathematics, computer and information sciences;11671
2008/2009;Ontario;Mathematics, computer and information sciences;12538
2009/2010;Ontario;Mathematics, computer and information sciences;13900
2010/2011;Ontario;Mathematics, computer and information sciences;14567
2011/2012;Ontario;Mathematics, computer and information sciences;15493
2012/2013;Ontario;Mathematics, computer and information sciences;14436
2013/2014;Ontario;Mathematics, computer and information sciences;15228
2014/2015;Ontario;Mathematics, computer and information sciences;16218
2015/2016;Ontario;Mathematics, computer and information sciences;16953
2016/2017;Ontario;Mathematics, computer and information sciences;18242
2017/2018;Ontario;Mathematics, computer and information sciences;18984
2018/2019;Ontario;Mathematics, computer and information sciences;20165
2019/2020;Ontario;Mathematics, computer and information sciences;21994
2020/2021;Ontario;Mathematics, computer and information sciences;22967
2021/2022;Ontario;Mathematics, computer and information sciences;23335
2022/2023;Ontario;Mathematics, computer and information sciences;23920
2023/2024;Ontario;Mathematics, computer and information sciences;24601
2006/2007;Ontario;Engineering;13794
2007/2008;Ontario;Engineering;13594
2008/2009;Ontario;Engineering;13167
2009/2010;Ontario;Engineering;14884
2010/2011;Ontario;Engineering;15413
2011/2012;Ontario;Engineering;16077
2012/2013;Ontario;Engineering;17129
2013/2014;Ontario;Engineering;18227
2014/2015;Ontario;Engineering;19261
2015/2016;Ontario;Engineering;20362
2016/2017;Ontario;Engineering;21678
2017/2018;Ontario;Engineering;23216
2018/2019;Ontario;Engineering;23649
2019/2020;Ontario;Engineering;25381
2020/2021;Ontario;Engineering;27719
2021/2022;Ontario;Engineering;28415
2022/2023;Ontario;Engineering;30387
2023/2024;Ontario;Engineering;31878
2006/2007;Ontario;Architecture;12747
2007/2008;Ontario;Architecture;13440
2008/2009;Ontario;Architecture;14419
2009/2010;Ontario;Architecture;14557
2010/2011;Ontario;Architecture;15540
2011/2012;Ontario;Architecture;16416
2012/2013;Ontario;Architecture;18280
2013/2014;Ontario;Architecture;19604
2014/2015;Ontario;Architecture;20696
2015/2016;Ontario;Architecture;22583
2016/2017;Ontario;Architecture;24354
2017/2018;Ontario;Architecture;25474
2018/2019;Ontario;Architecture;20963
2019/2020;Ontario;Architecture;22101
2020/2021;Ontario;Architecture;23711
2021/2022;Ontario;Architecture;24210
2022/2023;Ontario;Architecture;25763
2023/2024;Ontario;Architecture;26576
2006/2007;Ontario;Agriculture, natural resources and conservation;7077
2007/2008;Ontario;Agriculture, natural resources and conservation;8470
2008/2009;Ontario;Agriculture, natural resources and conservation;9835
2009/2010;Ontario;Agriculture, natural resources and conservation;10414
2010/2011;Ontario;Agriculture, natural resources and conservation;10959
2011/2012;Ontario;Agriculture, natural resources and conservation;11329
2012/2013;Ontario;Agriculture, natural resources and conservation;10476
2013/2014;Ontario;Agriculture, natural resources and conservation;11369
2014/2015;Ontario;Agriculture, natural resources and conservation;12227
2015/2016;Ontario;Agriculture, natural resources and conservation;13835
2016/2017;Ontario;Agriculture, natural resources and conservation;15486
2017/2018;Ontario;Agriculture, natural resources and conservation;15450
2018/2019;Ontario;Agriculture, natural resources and conservation;15104
2019/2020;Ontario;Agriculture, natural resources and conservation;15952
2020/2021;Ontario;Agriculture, natural resources and conservation;16624
2021/2022;Ontario;Agriculture, natural resources and conservation;16665
2022/2023;Ontario;Agriculture, natural resources and conservation;19001
2023/2024;Ontario;Agriculture, natural resources and conservation;19948
2007/2008;Ontario;Dentistry;26299
2013/2014;Ontario;Dentistry;34611
2014/2015;Ontario;Dentistry;36345
2015/2016;Ontario;Dentistry;38160
2016/2017;Ontario;Dentistry;40070
2017/2018;Ontario;Dentistry;42075
2018/2019;Ontario;Dentistry;36310
2019/2020;Ontario;Dentistry;37610
2020/2021;Ontario;Dentistry;39335
2021/2022;Ontario;Dentistry;44045
2022/2023;Ontario;Dentistry;49157
2023/2024;Ontario;Dentistry;51357
2006/2007;Ontario;Medicine;16500
2007/2008;Ontario;Medicine;19239
2007/2008;Ontario;Nursing;16157
2008/2009;Ontario;Nursing;15099
2009/2010;Ontario;Nursing;15229
2010/2011;Ontario;Nursing;16329
2011/2012;Ontario;Nursing;17172
2012/2013;Ontario;Nursing;18534
2013/2014;Ontario;Nursing;20176
2014/2015;Ontario;Nursing;20973
2015/2016;Ontario;Nursing;23489
2016/2017;Ontario;Nursing;22506
2017/2018;Ontario;Nursing;24683
2018/2019;Ontario;Nursing;24881
2019/2020;Ontario;Nursing;26089
2020/2021;Ontario;Nursing;24230
2021/2022;Ontario;Nursing;24233
2022/2023;Ontario;Nursing;25253
2023/2024;Ontario;Nursing;26106
2008/2009;Ontario;Pharmacy;13892
2009/2010;Ontario;Pharmacy;14587
2010/2011;Ontario;Pharmacy;15316
2011/2012;Ontario;Pharmacy;16082
2013/2014;Ontario;Pharmacy;16112
2014/2015;Ontario;Pharmacy;15138
2015/2016;Ontario;Pharmacy;16144
2016/2017;Ontario;Pharmacy;17107
2017/2018;Ontario;Pharmacy;18293
2018/2019;Ontario;Pharmacy;14189
2019/2020;Ontario;Pharmacy;23762
2020/2021;Ontario;Pharmacy;26121
2021/2022;Ontario;Pharmacy;27800
2022/2023;Ontario;Pharmacy;29655
2023/2024;Ontario;Pharmacy;29835
2007/2008;Ontario;Veterinary medicine;7316
2008/2009;Ontario;Veterinary medicine;7675
2009/2010;Ontario;Veterinary medicine;8063
2010/2011;Ontario;Veterinary medicine;8317
2011/2012;Ontario;Veterinary medicine;8272
2012/2013;Ontario;Veterinary medicine;8436
2013/2014;Ontario;Veterinary medicine;8711
2014/2015;Ontario;Veterinary medicine;8767
2015/2016;Ontario;Veterinary medicine;9043
2016/2017;Ontario;Veterinary medicine;9333
2017/2018;Ontario;Veterinary medicine;9529
2018/2019;Ontario;Veterinary medicine;9797
2019/2020;Ontario;Veterinary medicine;10076
2020/2021;Ontario;Veterinary medicine;10366
2021/2022;Ontario;Veterinary medicine;10667
2022/2023;Ontario;Veterinary medicine;16311
2023/2024;Ontario;Veterinary medicine;17127
2018/2019;Ontario;Optometry;13608
2019/2020;Ontario;Optometry;14014
2020/2021;Ontario;Optometry;14436
2021/2022;Ontario;Optometry;14868
2022/2023;Ontario;Optometry;15092
2023/2024;Ontario;Optometry;15092
2006/2007;Ontario;Other health, parks, recreation and fitness;15547
2007/2008;Ontario;Other health, parks, recreation and fitness;13030
2008/2009;Ontario;Other health, parks, recreation and fitness;13793
2009/2010;Ontario;Other health, parks, recreation and fitness;14504
2010/2011;Ontario;Other health, parks, recreation and fitness;18840
2011/2012;Ontario;Other health, parks, recreation and fitness;20212
2012/2013;Ontario;Other health, parks, recreation and fitness;22830
2013/2014;Ontario;Other health, parks, recreation and fitness;23750
2014/2015;Ontario;Other health, parks, recreation and fitness;24270
2015/2016;Ontario;Other health, parks, recreation and fitness;26486
2016/2017;Ontario;Other health, parks, recreation and fitness;26651
2017/2018;Ontario;Other health, parks, recreation and fitness;27263
2018/2019;Ontario;Other health, parks, recreation and fitness;27907
2019/2020;Ontario;Other health, parks, recreation and fitness;28851
2020/2021;Ontario;Other health, parks, recreation and fitness;30856
2021/2022;Ontario;Other health, parks, recreation and fitness;30181
2022/2023;Ontario;Other health, parks, recreation and fitness;31640
2023/2024;Ontario;Other health, parks, recreation and fitness;33621
2016/2017;Ontario;Personal, protective and transportation services;12275
2017/2018;Ontario;Personal, protective and transportation services;12275
2020/2021;Ontario;Personal, protective and transportation services;12550
2021/2022;Ontario;Personal, protective and transportation services;11609
2022/2023;Ontario;Personal, protective and transportation services;13547
2023/2024;Ontario;Personal, protective and transportation services;13735
2006/2007;Manitoba;Total, field of study;8831
2007/2008;Manitoba;Total, field of study;8699
2008/2009;Manitoba;Total, field of study;7973
2009/2010;Manitoba;Total, field of study;7814
2010/2011;Manitoba;Total, field of study;8204
2011/2012;Manitoba;Total, field of study;8287
2012/2013;Manitoba;Total, field of study;8558
2013/2014;Manitoba;Total, field of study;8674
2014/2015;Manitoba;Total, field of study;8877
2015/2016;Manitoba;Total, field of study;10032
2016/2017;Manitoba;Total, field of study;10149
2017/2018;Manitoba;Total, field of study;10315
2018/2019;Manitoba;Total, field of study;10582
2019/2020;Manitoba;Total, field of study;11143
2020/2021;Manitoba;Total, field of study;11473
2021/2022;Manitoba;Total, field of study;11944
2022/2023;Manitoba;Total, field of study;12407
2023/2024;Manitoba;Total, field of study;12748
2006/2007;Manitoba;Education;6777
2007/2008;Manitoba;Education;7936
2008/2009;Manitoba;Education;7936
2009/2010;Manitoba;Education;7651
2010/2011;Manitoba;Education;8034
2011/2012;Manitoba;Education;8115
2012/2013;Manitoba;Education;8566
2013/2014;Manitoba;Education;7842
2014/2015;Manitoba;Education;8607
2015/2016;Manitoba;Education;9246
2016/2017;Manitoba;Education;8969
2017/2018;Manitoba;Education;9487
2018/2019;Manitoba;Education;8060
2019/2020;Manitoba;Education;9537
2020/2021;Manitoba;Education;10638
2021/2022;Manitoba;Education;11273
2022/2023;Manitoba;Education;11820
2023/2024;Manitoba;Education;12145
2006/2007;Manitoba;Visual and performing arts, and communications technologies;7040
2007/2008;Manitoba;Visual and performing arts, and communications technologies;7936
2008/2009;Manitoba;Visual and performing arts, and communications technologies;7936
2009/2010;Manitoba;Visual and performing arts, and communications technologies;5281
2010/2011;Manitoba;Visual and performing arts, and communications technologies;5546
2011/2012;Manitoba;Visual and performing arts, and communications technologies;5601
2012/2013;Manitoba;Visual and performing arts, and communications technologies;7362
2013/2014;Manitoba;Visual and performing arts, and communications technologies;7131
2014/2015;Manitoba;Visual and performing arts, and communications technologies;7178
2015/2016;Manitoba;Visual and performing arts, and communications technologies;8569
2016/2017;Manitoba;Visual and performing arts, and communications technologies;7872
2017/2018;Manitoba;Visual and performing arts, and communications technologies;8373
2018/2019;Manitoba;Visual and performing arts, and communications technologies;6443
2019/2020;Manitoba;Visual and performing arts, and communications technologies;8771
2020/2021;Manitoba;Visual and performing arts, and communications technologies;9453
2021/2022;Manitoba;Visual and performing arts, and communications technologies;10388
2022/2023;Manitoba;Visual and performing arts, and communications technologies;11131
2023/2024;Manitoba;Visual and performing arts, and communications technologies;11438
2006/2007;Manitoba;Humanities;7936
2007/2008;Manitoba;Humanities;7936
2008/2009;Manitoba;Humanities;7936
2009/2010;Manitoba;Humanities;7857
2010/2011;Manitoba;Humanities;8250
2011/2012;Manitoba;Humanities;8333
2012/2013;Manitoba;Humanities;8566
2013/2014;Manitoba;Humanities;8703
2014/2015;Manitoba;Humanities;8912
2015/2016;Manitoba;Humanities;9989
2016/2017;Manitoba;Humanities;10109
2017/2018;Manitoba;Humanities;10240
2018/2019;Manitoba;Humanities;10916
2019/2020;Manitoba;Humanities;11325
2020/2021;Manitoba;Humanities;11750
2021/2022;Manitoba;Humanities;12190
2022/2023;Manitoba;Humanities;12688
2023/2024;Manitoba;Humanities;13037
2006/2007;Manitoba;Social and behavioural sciences, and legal studies;7936
2007/2008;Manitoba;Social and behavioural sciences, and legal studies;7936
2008/2009;Manitoba;Social and behavioural sciences, and legal studies;7936
2009/2010;Manitoba;Social and behavioural sciences, and legal studies;7857
2010/2011;Manitoba;Social and behavioural sciences, and legal studies;8250
2011/2012;Manitoba;Social and behavioural sciences, and legal studies;8333
2012/2013;Manitoba;Social and behavioural sciences, and legal studies;8566
2013/2014;Manitoba;Social and behavioural sciences, and legal studies;8703
2014/2015;Manitoba;Social and behavioural sciences, and legal studies;8912
2015/2016;Manitoba;Social and behavioural sciences, and legal studies;10427
2016/2017;Manitoba;Social and behavioural sciences, and legal studies;10287
2017/2018;Manitoba;Social and behavioural sciences, and legal studies;10331
2018/2019;Manitoba;Social and behavioural sciences, and legal studies;11104
2019/2020;Manitoba;Social and behavioural sciences, and legal studies;11228
2020/2021;Manitoba;Social and behavioural sciences, and legal studies;11504
2021/2022;Manitoba;Social and behavioural sciences, and legal studies;12089
2022/2023;Manitoba;Social and behavioural sciences, and legal studies;12728
2023/2024;Manitoba;Social and behavioural sciences, and legal studies;13079
2006/2007;Manitoba;Law;7936
2007/2008;Manitoba;Law;7936
2008/2009;Manitoba;Law;7936
2009/2010;Manitoba;Law;7857
2010/2011;Manitoba;Law;8250
2011/2012;Manitoba;Law;8333
2012/2013;Manitoba;Law;8566
2013/2014;Manitoba;Law;8703
2014/2015;Manitoba;Law;8912
2015/2016;Manitoba;Law;9989
2016/2017;Manitoba;Law;10109
2017/2018;Manitoba;Law;10240
2018/2019;Manitoba;Law;10916
2019/2020;Manitoba;Law;11325
2020/2021;Manitoba;Law;11750
2021/2022;Manitoba;Law;12190
2022/2023;Manitoba;Law;12647
2023/2024;Manitoba;Law;12995
2006/2007;Manitoba;Business, management and public administration;34339
2007/2008;Manitoba;Business, management and public administration;7936
2008/2009;Manitoba;Business, management and public administration;7936
2009/2010;Manitoba;Business, management and public administration;7857
2010/2011;Manitoba;Business, management and public administration;8250
2011/2012;Manitoba;Business, management and public administration;8333
2012/2013;Manitoba;Business, management and public administration;8566
2013/2014;Manitoba;Business, management and public administration;8703
2014/2015;Manitoba;Business, management and public administration;8912
2015/2016;Manitoba;Business, management and public administration;9989
2016/2017;Manitoba;Business, management and public administration;10109
2017/2018;Manitoba;Business, management and public administration;10240
2018/2019;Manitoba;Business, management and public administration;8186
2019/2020;Manitoba;Business, management and public administration;8493
2020/2021;Manitoba;Business, management and public administration;8811
2021/2022;Manitoba;Business, management and public administration;9141
2022/2023;Manitoba;Business, management and public administration;9842
2023/2024;Manitoba;Business, management and public administration;10113
2007/2008;Manitoba;Executive MBA;34339
2008/2009;Manitoba;Executive MBA;24620
2011/2012;Manitoba;Regular MBA;30670
2012/2013;Manitoba;Regular MBA;36488
2013/2014;Manitoba;Regular MBA;37072
2014/2015;Manitoba;Regular MBA;37961
2015/2016;Manitoba;Regular MBA;40499
2016/2017;Manitoba;Regular MBA;40985
2017/2018;Manitoba;Regular MBA;39264
2018/2019;Manitoba;Regular MBA;44257
2019/2020;Manitoba;Regular MBA;45916
2020/2021;Manitoba;Regular MBA;45916
2021/2022;Manitoba;Regular MBA;45916
2022/2023;Manitoba;Regular MBA;45916
2023/2024;Manitoba;Regular MBA;47178
2006/2007;Manitoba;Physical and life sciences and technologies;7936
2007/2008;Manitoba;Physical and life sciences and technologies;7936
2008/2009;Manitoba;Physical and life sciences and technologies;7936
2009/2010;Manitoba;Physical and life sciences and technologies;7857
2010/2011;Manitoba;Physical and life sciences and technologies;8250
2011/2012;Manitoba;Physical and life sciences and technologies;8333
2012/2013;Manitoba;Physical and life sciences and technologies;8566
2013/2014;Manitoba;Physical and life sciences and technologies;8703
2014/2015;Manitoba;Physical and life sciences and technologies;8912
2015/2016;Manitoba;Physical and life sciences and technologies;10040
2016/2017;Manitoba;Physical and life sciences and technologies;10109
2017/2018;Manitoba;Physical and life sciences and technologies;10331
2018/2019;Manitoba;Physical and life sciences and technologies;10804
2019/2020;Manitoba;Physical and life sciences and technologies;11418
2020/2021;Manitoba;Physical and life sciences and technologies;11752
2021/2022;Manitoba;Physical and life sciences and technologies;12150
2022/2023;Manitoba;Physical and life sciences and technologies;12649
2023/2024;Manitoba;Physical and life sciences and technologies;12997
2006/2007;Manitoba;Mathematics, computer and information sciences;7936
2007/2008;Manitoba;Mathematics, computer and information sciences;7936
2008/2009;Manitoba;Mathematics, computer and information sciences;7936
2009/2010;Manitoba;Mathematics, computer and information sciences;7857
2010/2011;Manitoba;Mathematics, computer and information sciences;8250
2011/2012;Manitoba;Mathematics, computer and information sciences;8333
2012/2013;Manitoba;Mathematics, computer and information sciences;8612
